ticker,exchange,icb_code,icb_name,effective_from,effective_to,is_current,issuer_id,state_owner_pct,foreign_room_pct
SD2,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SD3,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SD4,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SD6,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SD7,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SD8,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SDD,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SDK,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
SDP,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SDT,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SDV,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
SDY,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
SEA,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
SEP,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
SGB,UPCOM,8355,Ngân hàng,2020-01-01,,True,,,
SGI,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
SGP,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
SGS,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
SHC,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
SHG,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SID,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
SIG,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SII,UPCOM,7577,Nước,2020-01-01,,True,,,
SIV,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
SJF,UPCOM,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
SJG,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SJM,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SKH,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
SKN,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
SKV,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
SLD,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
SNC,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
SNZ,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
SP2,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SPB,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
SPD,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
SPH,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
SPI,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
SPV,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
SRB,UPCOM,9537,Phần mềm,2020-01-01,,True,,,
SSF,UPCOM,3765,Giầy dép,2020-01-01,,True,,,
SSG,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
SSH,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
SSN,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
STD,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
